business_partner_name,current_km_reading,invoice_date,invoice_line_text,job_card_date,part_description,quantity,unit_price,total_amount,purchase_date
Marcella Kunze,51653,2025-03-21T10:07:13.679Z,Allen Trantow,2024-10-27T03:03:24.205Z,Pete Thompson,7,446.55995019711554,16619.236871320754,2025-01-30T07:12:11.399Z
Ronald Walsh PhD,71124,2024-12-04T18:58:49.097Z,Martha Berge,2024-07-09T03:20:42.835Z,Taylor Padberg,8,348.8422399153933,11088.211523299105,2024-04-04T14:13:37.766Z
Sally Grimes,17216,2025-01-19T12:05:50.881Z,Melinda Krajcik Jr.,2024-09-24T10:41:09.897Z,Elizabeth Homenick,7,1706.9949399796315,965.527418628335,2024-07-17T20:16:58.227Z
Bethany Crona,68316,2024-05-04T07:16:45.866Z,Lewis Turcotte,2024-10-12T18:18:21.006Z,Nadine Cassin,10,645.1091117924079,5980.542663496453,2024-11-10T23:14:22.798Z
Miriam Gislason,46845,2024-05-19T22:04:09.693Z,Dorothy Frami,2024-08-18T20:09:59.049Z,Luis Kiehn,1,1144.2124483641237,10849.249035713729,2024-08-12T22:38:16.067Z
Stacey Kohler DVM,35887,2024-06-13T00:06:55.960Z,Alfredo Cartwright,2024-04-19T08:35:41.471Z,Miss Lindsey Dach,9,1735.5658120359294,16389.11459564697,2024-04-01T10:26:53.695Z
Jerry Bashirian,59959,2024-12-23T14:04:57.232Z,Rufus Stanton,2024-04-16T05:24:21.451Z,Laurie Pouros,2,1018.7467518611811,14922.478509170469,2024-11-24T08:19:37.811Z
Faith Lakin,64574,2024-04-12T03:03:06.619Z,Mr. Terence Hessel,2024-09-27T04:55:14.014Z,Jimmie Carroll,2,788.7958560022525,12314.969616918825,2024-11-01T10:03:13.287Z
Lucas Torp,76975,2024-12-09T02:18:16.974Z,Matthew Lehner,2024-07-06T14:42:52.932Z,Hubert Russel,9,1149.9678411404602,18117.47546623228,2024-04-08T16:56:01.354Z
Courtney Bogisich,54956,2024-07-01T14:50:43.900Z,Vernon Armstrong-Leuschke,2024-05-21T19:09:25.842Z,Ada Weimann-Mertz,6,591.9754418195225,18920.733983290847,2025-02-05T12:23:37.407Z
Winifred Feil,27986,2024-06-30T21:18:53.504Z,Earnest Roob,2024-08-17T17:53:59.556Z,Anne Hintz Jr.,9,1817.2155516105704,8529.189429152757,2024-08-17T13:50:24.539Z
Ana Buckridge PhD,49190,2024-03-29T20:20:45.381Z,Michael Lowe,2024-04-10T05:56:27.177Z,Dr. Jeannie Kuphal,8,1957.7616881695576,5672.428996523377,2024-06-04T04:14:40.107Z
Jerry Wilkinson,7937,2024-12-07T09:46:12.152Z,Peggy Russel,2024-05-31T05:24:06.314Z,Angela Beer,8,1075.4399280878715,9238.600006955676,2025-01-29T02:25:55.333Z
Mindy Grimes,60681,2024-03-28T06:43:56.356Z,Alfredo Lemke,2024-10-15T22:07:46.291Z,Amelia Barton,9,275.1829710789025,10920.793118537404,2024-07-22T21:27:29.647Z
Ms. Nellie Douglas,44893,2025-01-17T02:31:46.437Z,Valerie Upton MD,2024-03-25T17:50:30.395Z,Jason Pfeffer,8,1820.0694548664615,5713.515551702585,2025-03-23T16:53:20.244Z
Dave Marquardt Sr.,18903,2025-03-12T02:47:04.121Z,Morris Hirthe,2024-10-15T10:16:49.273Z,Alberto Haag,6,1122.768709412776,6896.48283427814,2024-03-29T10:30:54.063Z
Jackie Heathcote,96665,2024-10-30T11:09:52.158Z,Leah Wilkinson,2024-04-18T22:34:27.223Z,Armando Swaniawski,4,410.03637321991846,15775.077955599409,2024-11-02T19:10:44.614Z
Moses Sporer,72076,2024-08-05T20:10:56.402Z,Kyle Goldner,2024-12-11T00:20:37.146Z,Annette Gibson,10,1742.7636478212662,16924.11476300331,2024-08-18T20:12:17.406Z
Ms. Kim Herman Sr.,63890,2024-10-17T20:17:16.963Z,Jeannie Harber,2025-01-17T16:49:52.201Z,Dixie Kutch,8,1914.2795088584535,288.5794911184348,2024-12-21T06:57:40.901Z
Glenda Wilderman I,28381,2025-01-12T16:09:32.437Z,Laurence Schoen,2024-08-30T14:47:33.835Z,Jacob O'Kon,7,1781.2614388996735,19666.94571216358,2024-06-18T04:04:03.062Z
Guillermo Boyer,79843,2024-03-27T07:44:59.789Z,Woodrow D'Amore,2025-01-31T14:14:08.943Z,Sherri Spencer,3,314.79580788873136,6487.959044787567,2024-03-27T18:47:56.465Z
Clark Mosciski,15728,2024-07-01T07:17:00.895Z,Beulah McDermott,2024-06-21T00:52:35.162Z,Noah Marvin,1,1567.1333262813278,18577.49124809634,2024-08-09T11:30:56.883Z
Jamie Jerde,98798,2024-07-23T04:35:32.813Z,Cesar Okuneva,2024-09-09T11:29:28.700Z,Bill Schowalter,5,1622.8573651053011,18082.582599448506,2024-09-07T02:00:58.157Z
Rafael Hauck-Hilll,98845,2025-02-20T22:40:06.856Z,Peggy Schiller,2024-10-15T17:35:01.327Z,Dr. Clint Raynor,2,564.6735804039054,6299.818795803003,2024-07-03T21:18:02.959Z
Caleb Goyette,64524,2024-12-12T21:19:45.984Z,Kristine Murray,2024-07-23T11:21:08.561Z,Dr. Al Casper,6,1381.1014516511932,16758.472381613683,2024-11-30T02:23:39.501Z
Melba Marvin,72456,2024-04-08T18:11:46.025Z,Lula Monahan,2024-10-28T22:24:57.834Z,Kathy Wolf,2,1466.3140308926813,3230.101202847436,2025-03-02T20:20:37.303Z
Joyce Conroy,22167,2025-02-24T10:38:42.217Z,Mabel Friesen-Ferry,2024-11-20T03:39:39.859Z,Dr. Ross O'Conner,5,1960.8172261388972,6874.0987963508815,2025-02-06T04:11:19.018Z
Ken Considine,24560,2025-01-25T16:04:49.090Z,Sandy Kautzer,2024-12-24T17:01:18.703Z,Allen Kassulke-Wiza,10,1073.7686377833597,4837.38802948501,2024-10-12T06:54:03.997Z
Tina Halvorson,73785,2024-11-03T00:18:09.335Z,Elbert Towne,2024-11-04T04:28:30.467Z,Julie Brakus,7,1401.7222489230335,19812.57097044727,2024-07-03T14:46:24.687Z
Robin Murazik,77149,2025-01-23T16:11:14.244Z,Camille Homenick,2024-10-14T20:03:19.113Z,Natasha McClure,7,1082.8283713548444,16509.430594206788,2025-03-20T06:51:14.291Z
Dolores Bins,59434,2024-11-19T10:18:44.434Z,Thelma Wiza,2024-04-20T01:18:09.994Z,Jackie O'Keefe,2,1661.513017944526,16625.831169914454,2025-01-12T05:26:37.148Z
Henry Emmerich-Dach,62858,2024-07-29T15:34:26.316Z,Pat Greenholt,2025-03-15T17:49:42.086Z,Sarah Langworth,4,736.4784322795458,19517.2004804248,2024-04-04T22:11:43.367Z
Meredith Quitzon,54267,2024-11-01T00:32:40.199Z,Jamie Schimmel,2024-11-12T19:57:47.209Z,Manuel Orn-Boehm,10,1352.5711004040204,10768.198786792345,2025-03-21T14:49:39.308Z
Gregg Kling IV,45550,2025-02-05T15:33:35.317Z,Felipe Skiles,2024-10-16T20:00:55.491Z,Jake Brakus,1,1868.3039384079166,12048.578796524089,2024-12-26T22:10:56.776Z
Jared Flatley,9208,2024-09-19T20:17:33.575Z,Dr. Guadalupe Nicolas,2024-08-07T13:15:34.965Z,Pedro Greenholt MD,7,684.9075582344085,10092.992751405109,2024-04-30T03:30:35.652Z
Jerald Maggio,95706,2024-10-09T08:33:07.972Z,Caroline Powlowski,2024-07-03T22:39:38.028Z,Steve Bartell,7,1543.3996324543841,8433.467021002434,2025-03-03T08:03:02.471Z
Arnold Torp,39068,2024-12-08T01:22:24.089Z,Spencer Steuber PhD,2024-07-16T00:36:42.916Z,Erica Hudson,2,1102.4865577579476,13309.555780875962,2024-08-19T05:31:58.411Z
Carol Brakus DDS,33815,2024-04-18T04:29:46.969Z,Maggie Swaniawski,2024-05-25T05:19:27.527Z,Mr. James Jaskolski,9,1938.16083855927,4791.186826687772,2024-11-24T11:57:46.606Z
Cedric Stokes,40310,2024-08-30T21:39:16.188Z,Cedric Upton DVM,2024-06-01T07:53:34.316Z,Benny Swift,7,729.4189258711413,15307.801911665592,2025-01-08T17:07:11.130Z
Miss Lauren Reichert DVM,42232,2024-10-13T16:04:53.239Z,Willie Kreiger,2024-12-16T04:34:43.882Z,Michele Brakus-Altenwerth,7,244.75814204197377,3735.8129307511263,2024-12-26T03:13:48.266Z
Carrie Trantow,87159,2025-02-16T05:56:52.818Z,John Breitenberg,2024-12-28T11:44:59.435Z,Miss Ana Durgan,2,1887.032386334613,7967.183198686689,2024-05-16T07:27:57.124Z
Mr. Dominic Runolfsdottir,3817,2024-06-07T14:02:39.979Z,Lloyd O'Reilly,2024-11-23T04:51:36.283Z,Dwayne Cole,7,69.89481741329655,11508.718502754346,2025-01-29T03:38:08.992Z
Gustavo Lemke,85828,2024-10-24T23:23:13.870Z,Josh Bradtke,2024-07-11T15:39:29.622Z,Brooke Tromp II,5,174.02525572106242,7634.374132822268,2024-08-23T14:46:24.663Z
Dr. Darren Okuneva,33052,2024-09-15T04:14:34.605Z,Neal Lesch,2024-09-17T01:05:12.667Z,Jennifer Jast-O'Reilly,3,1478.630653838627,5908.085174928419,2024-11-28T21:01:35.717Z
Gertrude Hauck,76954,2024-04-22T00:09:26.455Z,Nathan Watsica IV,2024-12-10T14:10:24.937Z,Patsy Langworth,8,731.4799213083461,13626.022922503762,2024-09-22T22:33:20.542Z
Lori Weissnat,95823,2024-06-16T14:41:43.849Z,Gustavo Davis,2024-05-26T02:30:15.773Z,Brandy Torp,10,1400.8022655150853,12384.58351441659,2024-07-08T08:13:16.216Z
Hugo Bergnaum MD,10546,2025-01-06T13:47:20.745Z,Marjorie McKenzie,2025-01-27T01:48:50.469Z,Elijah Fay,5,1441.4242134429514,11022.665078565478,2024-09-29T13:34:49.411Z
Thomas Treutel,90488,2024-11-19T14:20:36.287Z,Allan O'Conner,2024-03-27T19:09:43.284Z,Dr. Russell Green,3,146.32589410757646,4901.197431446053,2024-04-08T00:03:54.527Z
Rex Ward,57972,2024-06-18T09:16:19.171Z,Phyllis Hintz,2024-06-24T07:09:00.680Z,Mr. Jason Lowe-Jerde,4,1461.3465748727322,14939.447411638685,2024-10-27T22:08:54.455Z
Wade Kuvalis PhD,58673,2024-11-23T17:00:01.730Z,Pete Mann,2025-02-21T08:37:35.152Z,Ed Grady,1,1741.6275201365352,12335.56613981491,2024-04-07T14:22:41.240Z
Ella Carroll,83916,2024-05-25T04:12:04.589Z,Mr. Julius Gutkowski,2024-11-22T14:24:38.861Z,Sandy Thiel,5,1364.2615120625123,14769.299928285182,2025-02-23T01:01:21.314Z
Brenda Wehner,36953,2024-05-03T14:24:05.881Z,Bradley Herzog,2025-01-31T02:58:10.461Z,Miss Melissa Bednar,1,1456.7056771018542,1660.4264092165977,2025-02-07T03:57:27.356Z
Nettie Turner V,7162,2024-08-16T09:59:59.465Z,Belinda Aufderhar,2024-08-19T09:41:31.517Z,Javier Sawayn,1,823.8260870915838,17181.789545505308,2024-08-18T03:19:55.900Z
Rolando Kling II,64881,2025-02-03T11:21:36.317Z,Edith Hackett,2024-03-30T02:10:56.822Z,Wilbert Rath,4,1428.2304147956893,818.5229754541069,2024-07-15T13:32:50.878Z
Darlene Pacocha,69788,2024-07-23T08:06:26.804Z,Mr. Andres Kozey,2024-12-20T15:32:41.474Z,Orville Swift Sr.,1,877.9449109220877,8866.088489827234,2024-10-05T05:43:18.898Z
Peggy Bergstrom,57971,2024-10-24T01:38:09.859Z,Julius Armstrong,2025-01-01T22:49:27.672Z,Lynne Wuckert,9,1237.6914815162309,13281.807363091502,2024-07-25T05:51:25.660Z
Austin Robel,64665,2024-07-05T10:57:40.878Z,Oliver Zboncak,2025-03-02T23:08:13.897Z,Levi Toy Sr.,10,1686.6987518500537,18724.681884946767,2024-11-28T05:16:34.419Z
Allen Gleason,28903,2024-12-05T09:31:20.908Z,Mike Hartmann,2024-09-05T06:12:21.446Z,Christopher Lynch,2,462.31576279969886,19128.61468695337,2024-12-16T20:41:38.882Z
Nettie Corkery,61432,2024-04-04T21:41:08.868Z,Alfredo Jacobi-Shields,2024-12-29T04:52:50.193Z,Eddie Langworth,5,1509.1826456366107,12568.971053895075,2024-11-24T01:04:10.564Z
Nick Christiansen,99907,2024-10-17T09:03:01.652Z,Maureen Skiles,2024-08-04T17:59:41.051Z,Dr. Leo Cassin DVM,3,1510.537927749101,18636.448763823137,2024-11-09T09:24:33.423Z
Ken Johnston,16311,2024-04-13T20:16:40.627Z,Darren Satterfield,2024-07-15T20:07:27.971Z,Jared Schiller DDS,10,1547.6980218081735,17521.369242365472,2025-02-17T09:11:49.144Z
Dana Barrows,73536,2024-12-09T16:57:00.700Z,Jennie Ebert,2024-07-14T09:18:57.414Z,Marian Robel,4,144.54189566895366,17039.61577033624,2024-07-29T02:08:37.870Z
Renee Jacobs,73958,2024-06-27T05:46:18.543Z,Oliver Howell,2024-05-12T01:29:43.364Z,Doreen O'Connell,7,193.47497032722458,14186.88063735608,2024-12-10T11:45:27.192Z
Ken Bednar,1835,2025-02-08T18:15:32.077Z,Rex Gleichner,2024-08-21T23:10:20.642Z,Irma Padberg,3,912.9482177319005,4877.065305004362,2024-06-29T16:09:07.472Z
Caleb Jones,23969,2024-12-12T10:39:17.003Z,Laverne Littel,2024-10-16T08:30:48.932Z,Vickie Kutch,8,697.2702255938202,6444.129415717907,2024-04-13T10:24:46.696Z
Cody Mills,39609,2024-07-04T08:13:23.253Z,Camille Huel,2025-03-12T15:59:22.070Z,Juana Carter I,6,232.00993518112227,7379.965805646498,2024-04-03T10:01:46.162Z
Teresa Cormier,23880,2024-12-07T02:13:18.767Z,Lloyd Howe,2024-05-19T04:22:46.589Z,Dr. Carol Bechtelar III,8,223.41442636679858,8858.622139669023,2024-10-29T00:40:03.052Z
Jimmy Buckridge,36093,2024-10-20T18:07:09.640Z,Erick Kuphal,2024-10-22T21:55:04.531Z,Marcus Russel-Kuhic,6,1937.835970625747,5517.716817965265,2025-02-18T06:02:07.874Z
Kathleen Schumm,63818,2024-05-01T00:42:57.461Z,Alex Heaney,2025-02-16T11:13:08.416Z,Hazel Herman,9,1830.263188132085,17262.007796450052,2024-07-28T11:09:20.189Z
Dr. Terence Senger,78446,2024-04-19T17:25:52.458Z,Garrett Feeney DDS,2024-09-08T19:33:38.322Z,Lionel Bayer,5,427.5703646359034,10430.967327323742,2024-10-20T21:01:59.615Z
Mr. Darryl Robel,61143,2024-05-28T22:33:45.062Z,Geraldine Pouros,2024-11-30T07:29:05.958Z,Alison Sawayn,1,802.1787189180031,18975.580708670896,2024-10-03T11:58:30.087Z
Dora Strosin,33902,2024-04-03T07:52:07.271Z,Amanda Feest,2024-09-26T07:02:53.565Z,Edna Runolfsdottir PhD,7,606.5897016553208,15594.917395780794,2024-11-04T10:17:55.608Z
Bobbie Nitzsche,57840,2025-01-11T08:31:11.863Z,Carolyn Morar Jr.,2024-10-09T08:20:56.981Z,Olivia Collins,6,1515.6193863134831,8239.15695877513,2024-05-27T17:58:45.178Z
Marco Gulgowski,74224,2025-01-14T20:29:20.512Z,Sheryl Denesik,2024-11-26T00:04:35.457Z,Rex Nitzsche-Berge Jr.,3,181.15820300299674,3272.8138510137796,2024-10-30T12:40:24.735Z
Corey Hirthe DDS,3675,2025-03-18T15:48:36.630Z,Cindy Kuphal,2024-10-04T17:30:53.273Z,Mrs. Roberta Lindgren,10,1609.592697606422,8377.91547231609,2025-01-04T00:19:33.903Z
Rosemary Reynolds,55498,2024-11-10T00:16:57.348Z,Sammy Corkery-Bradtke,2024-12-17T08:21:32.562Z,Darlene Jenkins,10,1264.312744163908,10572.20940485131,2024-09-06T02:19:33.001Z
Darryl Ankunding,48639,2024-04-22T22:13:14.746Z,Dana Schmeler,2024-05-08T20:04:39.301Z,Ms. Judith McKenzie,9,907.4438774492592,7772.2539571346715,2024-05-24T19:27:10.845Z
Elena Feeney,92114,2024-08-09T04:33:39.233Z,Jeanne Willms,2024-06-26T21:55:26.685Z,Shane Walsh,10,413.2166458526626,6041.46043144865,2025-01-25T14:35:49.556Z
Rosalie Schneider,3633,2024-12-01T10:39:53.803Z,Allison Wisozk,2024-11-30T12:32:07.829Z,Vernon Waters,9,797.6900031208061,5314.7637878893875,2024-06-09T03:39:14.610Z
Christine Roberts,89468,2024-08-25T04:58:21.767Z,Mrs. Jamie Hoppe-Bauch,2024-09-27T19:29:19.298Z,Tomas Ortiz III,10,163.73215932399035,17308.88338405639,2025-03-16T12:22:11.854Z
Jessie Kulas DDS,42517,2024-07-05T04:52:27.732Z,Geraldine Wolf PhD,2024-11-11T18:35:15.326Z,Viola Balistreri,1,605.0488208071329,4531.912422890309,2024-04-21T05:15:37.909Z
Mr. Marco Wilkinson,9946,2025-01-07T16:44:31.780Z,Kenny Graham-Barton,2024-07-20T07:11:03.756Z,Mr. Lucas Hauck,4,1529.091630736366,18624.04187815264,2024-05-24T08:31:49.913Z
Rogelio Jast II,14796,2025-03-18T21:28:32.633Z,Louise Klocko,2024-04-04T04:47:25.547Z,Dr. Johnnie Kuhn,6,1948.3446174417622,4813.977963838261,2025-02-11T02:37:03.665Z
Lynn Ward,38036,2025-03-03T13:02:36.935Z,Leslie Purdy,2024-12-11T00:39:15.874Z,Trevor Schulist,4,178.6461366689764,4963.021934963763,2024-05-03T15:41:17.145Z
Mr. Pablo Christiansen Jr.,96521,2024-04-26T13:17:06.306Z,Dominic Kulas II,2024-11-26T12:34:15.681Z,Danielle Frami,4,1961.9330282672308,7745.893684390467,2024-11-03T12:26:23.315Z
Juanita Pagac,13944,2024-07-01T21:01:52.705Z,Mrs. Marcia Leannon,2024-10-08T03:01:33.970Z,Miss Melanie Pagac,5,1313.5995242744684,1267.8623510757461,2024-12-01T03:19:59.925Z
Randy Ritchie-Schultz,61927,2024-04-05T21:50:52.501Z,Olga Hoeger,2024-12-10T00:53:11.963Z,Sadie Schinner,3,1526.2064891052432,7300.948159024119,2024-06-18T23:32:35.842Z
Laurie Gislason DDS,5448,2024-06-21T04:50:35.633Z,Patsy Langosh,2024-08-17T09:29:59.289Z,Salvador Simonis,10,287.0735423406586,4400.757685629651,2024-11-18T11:07:50.855Z
Ruby Lang,45605,2024-04-30T06:37:34.070Z,Gilberto Kunde,2024-03-26T11:54:15.724Z,Edith Hickle,2,1541.737630032003,2266.107201029081,2025-01-09T22:33:20.439Z
Salvatore Osinski-Nienow,86545,2025-03-07T00:12:05.570Z,Debbie Rolfson Jr.,2024-11-08T10:23:18.459Z,Jenny Paucek,2,221.00551195908338,14762.942918052431,2024-04-29T19:57:40.774Z
Ignacio Wintheiser,61558,2024-04-01T04:29:33.816Z,Tara Emard,2024-05-25T01:32:01.599Z,Ken Hermann,2,1563.5618675034493,5401.254282984883,2024-11-25T22:53:52.054Z
Mark Ferry Jr.,94683,2025-01-31T22:00:49.757Z,Geneva Hills IV,2024-05-26T11:17:13.724Z,Barbara Torphy,5,901.7182901618071,4599.452879501041,2024-08-06T18:42:56.350Z
Leigh Bednar MD,11981,2024-12-05T20:25:48.199Z,Eileen Schiller IV,2025-01-24T13:02:13.882Z,Dr. Clinton Pacocha,5,1818.008979735896,13241.879342729226,2024-06-23T15:07:18.589Z
Cody Schultz,50618,2025-01-28T19:13:02.524Z,Stacey Stanton,2024-08-31T03:26:16.426Z,Michelle O'Conner I,8,759.5838671899401,7268.9694682951085,2024-09-22T04:42:57.307Z
Miss Stella Fadel PhD,66253,2024-04-14T15:24:46.387Z,Kendra Moen,2024-08-07T19:50:46.104Z,Kenny Boehm,8,1425.6328492774628,13024.485779565293,2024-06-23T13:44:02.119Z
Darnell Conroy,22308,2024-06-19T19:27:14.242Z,Jon Dach,2024-11-29T08:04:16.135Z,Krystal Kuvalis,3,1610.0944970385171,12314.3631462357,2024-12-28T10:06:30.166Z
Billy Von MD,45037,2024-09-02T10:30:05.670Z,Lance Crona-Lemke PhD,2024-04-13T00:49:06.639Z,Mr. Courtney Bosco,5,997.9239035397768,7463.722702593077,2025-01-22T22:27:08.571Z
Sheri Wyman,59106,2025-01-14T21:22:21.034Z,Levi Moore,2024-08-03T05:57:50.969Z,Rogelio Conn II,9,668.6908125178888,18385.940614703577,2024-05-21T12:22:32.225Z
Rudolph Ondricka,22889,2025-02-14T08:12:46.833Z,Tom Mills-Kessler,2024-12-17T17:27:37.123Z,Celia Miller,1,1290.7717360649258,7203.37950946996,2024-08-27T18:02:16.700Z
Sergio Collier IV,19869,2024-11-22T08:35:34.919Z,Tamara Lowe,2025-01-07T08:18:00.546Z,Phyllis Labadie,7,1681.3682684442028,19597.704104473814,2024-09-15T07:48:56.984Z
Nancy Crona,53084,2024-12-25T17:14:58.187Z,Maxine Feil,2024-04-28T23:29:36.708Z,Gretchen Marvin,6,180.34565973794088,16930.526430613827,2024-06-16T18:27:20.397Z
Opal Orn,74469,2024-10-12T04:34:37.624Z,Wilfred Auer,2024-10-22T11:30:20.046Z,Susie Huel,6,769.3048142478801,15694.448791909963,2024-07-27T12:56:01.402Z
Stephanie Connelly,54429,2025-03-21T02:59:28.011Z,Noah Rempel,2024-11-30T16:57:44.418Z,Adam Hermiston,10,387.7926664426923,19698.00052738283,2024-10-06T04:05:46.768Z
Bertha Block,19787,2024-05-11T02:07:11.311Z,Cody Wiza,2024-08-13T13:15:00.980Z,Carla Balistreri DDS,7,170.3360805171542,1690.183280094061,2024-05-09T23:10:21.346Z
Karl Reichert,91276,2024-05-07T08:59:36.284Z,Andy Shanahan,2024-03-24T13:22:25.421Z,Mr. Clint Olson,5,1064.2960363533348,7357.7516064513475,2025-02-17T13:20:58.398Z
Laura Orn,82640,2025-03-02T20:26:18.427Z,Ed Ward,2025-01-25T09:37:34.757Z,Terrance Murazik,9,670.6195397418924,8522.878794313874,2024-04-26T06:20:45.824Z
Jean Mitchell,25063,2025-03-18T23:43:52.824Z,Susan Considine,2024-07-24T21:40:53.177Z,Gilbert Dickinson,9,1155.2429899806157,19484.735033859033,2024-05-31T14:49:44.292Z
Jeffrey Streich,35794,2025-01-17T03:57:43.283Z,Angel Bogan III,2024-08-04T00:27:01.598Z,Eddie Erdman,3,1096.672991430387,9909.036362811457,2024-09-24T14:12:03.669Z
Carole Morar,30491,2025-01-29T01:12:13.034Z,Guadalupe Schowalter,2024-11-24T16:02:47.780Z,Jesse Haley,6,1438.4143780102022,15935.608127980959,2025-01-30T22:55:24.601Z
Ramon Bashirian,55856,2024-08-03T15:29:54.682Z,Joyce Grimes,2024-11-27T07:52:36.238Z,Woodrow Marquardt,10,1767.8883337765,6943.312274094205,2024-08-13T20:54:57.628Z
Vernon Frami,26562,2024-09-03T01:52:12.901Z,Dr. Nicholas Bergstrom,2024-07-02T03:22:25.502Z,Robin Johnson,4,582.4480760726146,19747.817008919083,2024-12-08T20:48:24.273Z
Dr. Julian Glover III,23065,2024-10-07T09:07:17.453Z,Mr. Donald Tremblay,2024-08-23T07:27:33.092Z,Percy Lakin,3,1671.0012226714753,19363.46428466495,2024-06-06T10:00:38.734Z
Jack Hegmann,63054,2024-09-19T05:57:01.666Z,Joe Dickinson,2024-05-08T09:37:04.836Z,Pearl Gottlieb,2,247.62267662445083,18405.248752608895,2024-12-30T22:49:24.845Z
Delia Batz,90147,2024-05-01T04:17:42.363Z,Emma Fritsch,2025-02-26T13:30:46.937Z,Jerald Ruecker,7,1077.8603346436284,19500.295320898294,2025-01-02T19:37:59.676Z
Pat Doyle,37953,2025-03-08T20:22:44.824Z,Matthew Watsica Jr.,2024-07-03T22:46:12.946Z,Lydia Bahringer,9,907.2219625813887,16032.049921422731,2025-03-08T13:08:27.696Z
Lucia Ondricka,66669,2024-04-22T13:51:10.262Z,Natasha Koss,2024-10-05T23:02:30.697Z,Nichole Krajcik,4,1922.4232993437909,7827.437860984355,2024-08-22T19:31:32.709Z
Clyde Schinner,38182,2024-09-27T06:48:20.598Z,Guadalupe Lynch,2024-07-03T17:39:07.170Z,Agnes Spinka,8,1057.7860368648544,7225.60205567861,2024-11-25T22:20:06.974Z
Kate Fay,37214,2025-01-21T14:09:35.340Z,Annie Sawayn,2024-05-17T04:38:15.860Z,Hilda Kohler,5,1630.4036447079852,1995.420497469604,2024-06-14T01:05:08.354Z
Theresa Lynch,73549,2024-11-24T19:54:59.081Z,Sonya Kihn-Runolfsdottir,2025-02-27T04:18:46.572Z,Lindsay Stokes,3,1350.7252354174852,707.1861988632008,2025-02-08T03:21:57.641Z
Lisa Lockman,67163,2024-10-09T15:10:28.274Z,Jean Fadel,2024-10-07T17:25:53.295Z,Mathew Zieme,9,317.04376911511645,8312.441772478633,2024-09-03T20:55:23.075Z
Andy Ruecker DDS,67814,2024-07-14T03:52:00.337Z,Erin Rohan,2024-10-27T01:44:56.032Z,Kevin Dare,2,1836.0626317211427,1523.4997190884314,2024-11-05T22:39:52.951Z
Wilbert Witting,39520,2024-12-12T09:57:07.963Z,Belinda Grady,2025-03-06T20:05:28.315Z,Freda Pfeffer,10,1629.7246377333067,3976.8965816590935,2025-01-29T11:26:08.390Z
Tamara Raynor,16909,2024-05-19T03:18:13.900Z,Mr. Forrest Bartoletti,2024-07-31T06:22:34.967Z,Lucille Prohaska,3,1863.0886439001188,5086.916354415007,2024-03-31T12:22:25.127Z
Tommy Thompson,67251,2024-05-07T03:45:02.173Z,Frankie West III,2024-07-06T07:59:33.249Z,Alvin Jakubowski DVM,4,1904.5499599422328,4635.629226185847,2025-02-22T22:48:08.694Z
Miss Nettie Jacobson III,51314,2024-10-01T20:54:28.670Z,Seth Littel,2024-09-10T17:51:35.339Z,Allan Kassulke,4,606.0645814985037,9752.251458691899,2024-12-03T06:16:24.759Z
Miguel Sawayn,74155,2024-04-21T22:58:09.829Z,Myra Bechtelar V,2024-12-10T07:59:55.189Z,Margarita Greenholt,4,70.175106509123,17683.82502477616,2024-04-05T11:43:57.638Z
Calvin Schamberger,6094,2024-08-11T03:01:12.644Z,Clayton Boyer,2024-11-11T23:56:30.900Z,Myron Quitzon,2,578.8351366878487,15606.026606517844,2025-02-17T16:55:13.647Z
Mr. Colin West,1831,2024-06-05T07:57:09.272Z,Ms. Kimberly Williamson,2025-02-19T18:51:50.968Z,George Bode,10,382.34957206295803,7213.241954159457,2024-12-28T13:48:52.131Z
Jill Miller,31268,2024-08-19T17:01:50.996Z,Carl Heidenreich,2024-10-14T04:10:45.913Z,Judy McKenzie,10,384.7299445187673,1077.4468557792716,2025-02-10T06:03:54.133Z
Wendell Rippin,15048,2024-09-06T00:32:40.990Z,Ella Donnelly,2025-02-27T02:43:03.780Z,Elias Rice DVM,5,1432.8380724182352,3509.133312746417,2024-12-11T06:28:08.205Z
Dennis Walter,91741,2025-03-13T00:53:58.752Z,Lisa Renner,2025-01-19T01:21:53.559Z,Louise Cremin,2,1584.5635324134491,8333.205565437675,2024-04-05T01:34:33.861Z
Gina Daugherty,20566,2024-12-17T03:56:15.955Z,Nettie Kuhic,2025-03-01T05:34:22.155Z,Marguerite Grady,10,882.6703503495082,14232.524257793557,2024-07-04T04:42:13.096Z
Regina Ernser,76256,2024-08-20T17:48:19.908Z,Stacey Schinner,2025-02-28T10:09:31.638Z,Alonzo Durgan,5,1750.3268396598287,11876.198512606788,2024-09-25T17:26:27.184Z
Wilbert Yost I,19490,2024-10-17T14:39:12.622Z,Marcus McDermott,2025-02-12T14:54:16.474Z,Marsha Goodwin,4,1858.0235123401508,7689.040990977082,2024-10-23T22:47:37.613Z
Henrietta Lueilwitz,49797,2024-08-25T02:33:41.651Z,Mr. Willard Rogahn,2024-12-15T23:10:52.094Z,Tyler Reichert,10,1557.5502477702685,18932.862816331908,2025-03-13T02:36:22.394Z
Mrs. Marian Franey,12021,2024-06-14T02:35:10.426Z,Edgar Prohaska,2024-04-15T00:11:58.050Z,Sheryl Stoltenberg,2,489.93899029446766,9123.546877049375,2024-09-29T09:02:59.475Z
